location,size,bedrooms,age,garden,garage,price
Istanbul,197,3,29,1,1,216445.26012606442
Ankara,167,3,45,1,0,135405.5398875869
Antalya,131,4,25,0,1,157722.35563730923
Istanbul,160,4,44,1,0,135400.43156937952
Bursa,131,3,13,0,1,154961.55412936045
Bursa,115,2,2,1,1,167435.41625436457
Ankara,251,2,35,1,0,168403.43464620571
Istanbul,296,5,25,0,0,269905.320303906
Istanbul,94,3,13,1,0,179116.29505844446
Istanbul,163,3,30,0,0,144518.03592017217
Antalya,224,3,13,0,0,195471.07914023692
Bursa,112,3,39,0,1,90175.3401242625
Ankara,125,4,9,1,0,194432.76279242197
Istanbul,288,1,8,0,1,212402.83260171648
Antalya,254,3,45,0,0,151310.3126171926
Ankara,163,1,39,0,1,88057.54300324986
Izmir,160,2,42,0,1,91971.62998005252
Istanbul,298,5,41,1,1,287101.0389109603
Istanbul,232,2,17,1,0,205482.21643171454
Antalya,252,3,35,0,1,181946.03825925884
Ankara,196,2,35,0,0,109027.24345816221
Ankara,84,4,11,0,1,156620.5346717404
Izmir,280,1,49,0,0,139394.79016242866
Antalya,102,3,39,0,1,103886.80489372887
Istanbul,75,4,2,0,0,162870.04846408303
Antalya,287,1,17,1,0,224032.18732475885
Ankara,63,4,6,0,1,173368.37679185643
Izmir,167,2,30,0,1,135815.59156324746
Ankara,94,3,0,0,0,126284.23374852941
Bursa,221,2,30,0,1,129959.57802670945
Antalya,265,5,12,0,0,258427.22201535263
Ankara,282,3,28,0,0,167027.101850815
Izmir,242,2,2,1,1,237127.6314732125
Bursa,100,3,28,1,0,133797.30118217706
Ankara,220,1,34,0,1,136743.5500312084
Bursa,168,3,14,1,0,161306.6686307683
Istanbul,263,3,20,0,0,212447.7037324825
Ankara,200,1,18,1,0,137678.86261040796
Bursa,233,2,27,0,0,143067.0413761725
Istanbul,295,3,3,0,1,282025.06379342213
Antalya,68,4,44,0,0,64043.89878487896
Bursa,131,3,12,1,1,172026.81098121157
Antalya,125,2,14,1,0,173578.62088501398
Bursa,232,1,47,0,0,79157.26671735046
Ankara,269,2,38,0,1,183694.5172360667
Antalya,141,5,31,1,0,180291.3645810311
Antalya,237,3,2,0,0,209173.85408293005
Ankara,236,3,29,0,1,181202.40532278531
Izmir,82,1,19,0,0,65782.9523241198
Bursa,196,3,1,1,0,218518.43714407456
Antalya,77,4,49,1,0,113391.14286183451
Bursa,172,4,24,0,1,187321.4386308677
Bursa,229,2,10,0,1,181078.7683278655
Izmir,175,1,0,1,1,203994.59766011147
Bursa,226,5,47,0,1,176022.90044388882
Istanbul,86,2,48,0,1,88610.55675595645
Ankara,203,1,47,0,1,86919.71008860672
Bursa,148,1,9,0,1,121252.35641871546
Antalya,147,2,16,1,1,185969.4436670076
Izmir,176,2,29,0,0,130510.25248757357
Izmir,276,3,34,0,1,206796.7217811283
Bursa,217,5,49,0,0,149995.92716272955
Bursa,129,4,18,1,0,171257.6181597555
Antalya,87,3,45,1,0,87026.05931749559
Antalya,126,1,33,1,0,106074.81395843036
Istanbul,175,5,31,0,0,198004.77924677203
Ankara,136,5,11,0,1,194062.15472437133
Istanbul,103,2,42,0,1,97030.91407823564
Istanbul,199,5,16,1,0,278619.67025612236
Izmir,65,5,5,1,1,207657.62248105445
Izmir,77,1,12,0,1,88309.72346342317
Bursa,289,3,38,0,1,175766.01747159407
Antalya,212,5,21,1,1,271567.68428340816
Bursa,237,2,10,0,1,185349.8138099426
Istanbul,222,3,6,0,0,234422.45094100898
Antalya,95,2,44,0,0,32582.902664769797
Bursa,121,5,44,1,0,124301.85044631906
Antalya,285,3,20,0,0,181398.4262542811
Ankara,232,5,0,1,0,292829.02087183413
Bursa,296,1,29,0,1,164936.3539316413
Bursa,263,3,18,1,1,249298.19334027966
Antalya,134,2,46,1,0,91432.87658055492
Izmir,75,1,45,1,0,48066.2603861759
Ankara,281,4,28,0,1,223427.41025205172
Istanbul,134,2,34,0,1,128415.20869416393
Istanbul,202,5,19,0,0,244916.95538787844
Izmir,282,2,35,1,0,192907.79367374963
Izmir,114,4,38,1,1,152605.42800903154
Istanbul,183,2,0,0,1,209777.26747925274
Bursa,200,1,22,1,0,109704.75931681966
Izmir,164,2,30,1,1,175742.09513373644
Ankara,113,3,34,0,1,110662.35452638131
Antalya,136,4,46,1,0,129741.95510355402
Istanbul,220,2,44,0,1,139422.88311644012
Ankara,156,4,21,0,0,154832.56515996612
Ankara,200,1,45,1,1,131710.14102036983
Antalya,145,3,6,0,0,154514.61179048175
Ankara,207,5,32,1,1,239853.92913608442
Ankara,126,2,44,0,1,75599.8778969859
Izmir,284,1,35,0,0,121454.08726266175
Ankara,195,4,43,0,0,132715.00281150566
Bursa,136,4,6,0,1,193408.78337980973
Izmir,256,1,26,0,0,143205.727289894
Bursa,274,2,1,0,0,191250.4335443295
Bursa,198,5,16,0,1,223221.90307834218
Istanbul,106,2,0,1,1,196634.9233886204
Ankara,152,3,45,0,1,118326.04379081471
Izmir,200,2,29,0,0,143515.88227599813
Ankara,140,3,21,1,1,180480.2846845333
Bursa,94,4,27,1,1,154786.43808991718
Istanbul,221,3,32,0,0,194226.95126272246
Izmir,259,5,25,1,0,268399.2089241298
Bursa,137,1,34,0,0,51088.416997765125
Istanbul,164,3,10,0,1,205429.52831545757
Antalya,96,2,6,1,0,145017.20209502763
Bursa,217,3,27,1,1,189992.30727139043
Izmir,228,4,24,0,1,212175.23432644483
Ankara,219,3,40,1,1,183276.8209610109
Izmir,184,5,30,0,1,221037.9407979308
Bursa,99,3,2,0,0,119243.26686268664
Izmir,225,5,32,1,0,235651.53768721066
Istanbul,133,2,33,0,0,105859.823950172
Bursa,140,4,20,1,0,156091.77925814764
Istanbul,183,1,36,1,1,165873.72931551907
Bursa,140,2,48,1,0,94046.56641545503
Bursa,186,2,18,0,1,142920.04588736634
Ankara,294,1,36,0,0,146019.18264605524
Ankara,158,3,20,0,0,125100.64551295713
Izmir,106,3,13,1,1,190842.28125597275
Istanbul,80,3,9,0,1,183233.45249041688
Antalya,70,4,6,1,1,186627.72997361547
Antalya,139,2,28,1,0,115301.45765418676
Antalya,89,5,39,0,1,144923.09694860072
Izmir,161,1,7,1,0,153363.0856021837
Izmir,94,2,38,0,1,71981.12403526426
Istanbul,126,3,12,1,0,189342.54751566474
Antalya,226,1,45,0,1,113365.00043233654
Antalya,136,5,18,1,1,223726.24646025713
Istanbul,197,2,10,1,1,226154.2427539426
Istanbul,150,2,1,0,1,181329.92107259258
Istanbul,295,4,48,0,0,193968.86552676628
Bursa,166,2,5,0,0,125491.0325700399
Antalya,141,2,28,0,0,93671.3885589571
Bursa,194,5,40,0,0,160595.38974174045
Istanbul,77,5,4,1,1,237911.0793591982
Bursa,218,1,40,1,1,123156.50517724453
Istanbul,243,3,29,0,0,181261.20719563944
Ankara,74,5,38,0,0,81758.68265519681
Izmir,107,1,35,1,0,78194.49626933796
Istanbul,291,2,26,1,0,239924.90392635553
Bursa,90,1,49,0,0,-509.1861388000716
Izmir,183,1,17,0,1,156389.91140623973
Ankara,124,1,48,0,1,27080.02849079016
Antalya,298,1,35,1,0,174334.40508924137
Ankara,87,5,15,1,0,183356.58393917914
Bursa,183,3,4,1,1,227378.85593175044
Istanbul,222,1,8,1,0,198515.97234238216
Istanbul,124,4,33,0,0,145633.14931521085
Antalya,191,2,33,0,1,152459.78501508466
Bursa,115,2,35,0,1,81424.93635696733
Istanbul,217,2,30,1,1,224193.2732963655
Antalya,52,2,19,1,0,109371.5309183033
Istanbul,296,2,16,0,0,217854.96155580878
Bursa,166,1,19,0,1,106442.56468171366
Antalya,148,3,27,1,0,145670.54045374307
Antalya,274,4,20,0,0,220002.83683730333
Antalya,201,5,18,0,0,218534.4208700305
Bursa,68,4,2,1,0,174500.4676767126
Ankara,195,5,29,0,0,187043.48459560412
Bursa,241,5,4,1,1,290099.7058998183
Istanbul,290,4,41,0,0,217036.62050637862
Ankara,165,1,5,0,1,146265.6356622324
Antalya,174,2,2,0,1,180477.65406002264
Izmir,137,1,48,1,0,74689.28535171333
Ankara,286,2,41,1,1,222946.51295493374
Istanbul,84,3,23,1,1,182516.07886705294
Bursa,239,5,43,1,0,200264.33506304998
Istanbul,50,4,0,0,1,170348.24766810896
Izmir,277,3,49,1,0,172800.33283375917
Izmir,202,2,35,0,0,129219.79826627324
Istanbul,222,1,14,0,1,152355.96136771003
Izmir,226,4,40,0,0,169100.9947548777
Istanbul,175,5,37,0,1,194638.026987405
Istanbul,284,3,43,0,1,195026.73958599896
Istanbul,275,5,17,0,0,273045.18938740203
Ankara,138,2,22,0,0,115664.73411390153
Bursa,193,5,46,1,0,167534.3967027853
Izmir,275,1,28,0,0,146497.78953119737
Bursa,270,3,40,1,0,196139.81744090276
Antalya,196,3,21,0,0,177828.40887148588
Bursa,200,1,23,1,0,135211.16385479062
Ankara,260,5,44,0,0,202799.21795309323
Istanbul,74,1,47,1,0,57970.572326109344
Ankara,65,4,12,0,0,139253.10125368886
Bursa,231,1,32,1,1,170814.3098656933
Istanbul,292,5,49,1,1,276144.9311797873
Ankara,122,1,21,1,0,129433.07841507952
Istanbul,178,2,34,0,0,116627.30301760028
Izmir,91,1,16,0,0,87027.82565462573
Bursa,196,1,21,1,0,159648.82609360683
Istanbul,274,5,4,1,0,300738.40630617004
Istanbul,211,4,24,0,1,226497.13043824953
Istanbul,129,4,5,0,0,204535.50887701163
Bursa,285,5,16,0,0,261476.51180341683
Bursa,153,5,30,0,1,175740.3300828686
Bursa,232,5,16,0,0,204107.03139691002
Izmir,195,2,32,1,0,165164.58815597967
Antalya,83,3,38,1,1,118819.64656642004
Istanbul,138,1,47,1,0,76327.11948009497
Bursa,174,5,36,1,0,164366.32891384343
Izmir,94,5,47,0,1,127877.8448417193
Istanbul,183,5,3,0,0,218229.3225454537
Bursa,70,4,42,1,1,134062.97222128737
Antalya,171,5,13,0,0,195306.35563751316
Istanbul,119,1,12,0,1,142530.9636815475
Istanbul,145,5,26,1,1,223573.12481408176
Izmir,154,1,23,1,0,135722.13867055523
Ankara,97,2,26,0,1,93695.33383094725
Izmir,284,3,7,1,1,286371.4336776645
Bursa,88,4,46,0,0,60517.106777822366
Istanbul,80,1,49,1,1,84755.64210645587
Izmir,283,2,38,0,1,164357.52084848093
Izmir,59,3,20,1,0,126091.43128666653
Istanbul,79,3,40,0,1,101638.69432334084
Antalya,298,3,10,0,0,232257.10413276762
Antalya,293,1,30,0,1,162074.61615413384
Antalya,67,2,26,1,1,128182.07542283111
Bursa,237,5,41,0,1,192641.1663739612
Izmir,137,2,45,0,1,99003.15897468137
Antalya,293,2,47,1,0,175640.34264257748
Bursa,174,2,26,1,1,173282.8435709964
Bursa,122,1,7,0,0,92872.05163085533
Istanbul,272,1,32,0,0,140485.7369593603
Istanbul,64,1,11,1,1,134976.42453828544
Bursa,53,2,34,1,0,58774.37139657164
Ankara,240,1,33,0,1,151438.14788667246
Ankara,217,3,15,0,0,168258.04088673386
Bursa,58,1,35,1,1,63895.65086275115
Izmir,158,4,1,0,0,186582.1065706957
Antalya,186,1,11,0,0,133688.04346751477
Antalya,203,1,26,0,1,155931.023081742
Antalya,181,1,16,1,1,169155.89244961404
Bursa,258,1,19,1,0,171804.69729574217
Izmir,65,4,20,0,0,122578.13148414271
Izmir,192,5,29,0,0,203500.34027437336
Ankara,148,1,41,0,0,62214.229689370295
Izmir,170,3,19,1,0,188049.04192621532
Ankara,101,4,7,0,0,141377.24271428343
Izmir,118,5,17,1,1,205445.92734003637
Bursa,296,1,17,0,1,205184.70402243265
Izmir,54,5,17,1,1,185653.87212884487
Bursa,69,3,1,0,0,117879.05613602468
Istanbul,128,4,11,1,0,214626.80517225806
Antalya,195,4,31,1,1,199107.14651682015
Bursa,160,5,41,0,1,136888.77654565417
Antalya,51,1,7,1,1,130117.52223943848
Istanbul,142,2,9,0,1,162827.1258754354
Izmir,62,4,10,1,1,186944.2379210629
Antalya,53,2,13,0,1,115254.10589676304
Ankara,219,4,25,1,1,244513.71517477045
Bursa,158,1,46,1,1,83462.31745516023
Izmir,123,1,29,0,0,73750.36646308123
Ankara,238,4,41,1,1,199624.20169399565
Istanbul,144,5,3,0,1,249954.3186074299
Istanbul,154,1,38,0,1,83280.47470094459
Antalya,57,1,10,0,0,71117.35136020115
Izmir,116,3,23,1,1,182738.1486119576
Bursa,289,1,21,1,0,183678.42259473103
Izmir,240,3,2,1,0,244982.97210023864
Ankara,159,1,36,0,0,60710.0343713186
Izmir,58,1,1,0,0,91040.03876141006
Antalya,271,5,11,1,0,290997.5014302289
Izmir,166,5,20,0,1,198693.51992793637
Antalya,60,1,4,1,1,124209.48424467762
Istanbul,148,4,6,1,0,241765.55525149556
Antalya,278,4,3,0,0,252740.10692602885
Istanbul,91,1,42,0,0,45912.757368395985
Izmir,190,4,40,0,0,147781.37611129298
Ankara,213,1,35,0,0,109919.55454946271
Istanbul,169,5,21,1,1,257766.23224492001
Antalya,190,2,28,0,0,124222.14477358542
Bursa,61,3,8,0,0,94179.30465732687
Bursa,86,4,25,0,0,110915.90351771051
Ankara,123,4,11,1,1,189432.1819594155
Bursa,297,5,47,0,1,205223.5068878013
Bursa,122,4,0,0,1,185433.8647609655
Bursa,101,1,7,1,0,103166.88082358045
Istanbul,248,1,32,1,0,154293.40206693756
Izmir,179,2,3,1,1,232883.63988933788
Izmir,295,2,13,0,1,244708.17710407407
Bursa,105,2,28,1,1,121496.67859288995
Istanbul,109,1,13,1,0,137784.08519328415
Antalya,72,2,8,0,0,93136.31949334516
Izmir,152,2,8,0,1,149906.12838126323
Antalya,89,1,25,1,1,107777.98206320062
Bursa,113,5,48,0,0,93451.7579775715
Izmir,280,4,46,0,1,209154.6824184851
Izmir,134,3,41,1,0,118129.64098291456
Ankara,200,1,16,0,1,151379.35762608267
Istanbul,206,1,40,0,0,123282.26530453181
Izmir,255,3,3,1,0,263282.6123368335
Ankara,267,3,45,1,1,197401.85450000683
Izmir,228,2,2,0,0,203566.4184405155
Izmir,246,3,28,1,0,196666.43465824856
Izmir,296,4,24,1,1,270309.46014813037
Bursa,272,4,20,0,0,201438.42291769458
Ankara,138,4,11,0,1,175600.46564149729
Bursa,80,4,0,0,0,154965.47162853117
Istanbul,227,4,0,1,1,287502.4679318398
Antalya,69,2,44,1,0,75108.71282342287
Ankara,285,1,45,0,0,110294.83387563929
Ankara,232,3,47,0,1,140863.9125850045
Antalya,258,1,6,0,1,193197.31662299891
Izmir,286,3,9,0,0,237153.24185700197
Ankara,179,2,14,1,1,211247.26538711548
Istanbul,202,2,39,1,1,164216.0947582422
Bursa,62,5,10,1,0,178784.85542199033
Ankara,171,5,45,1,1,189949.04000145424
Ankara,152,2,44,1,0,93558.9767493569
Istanbul,269,2,22,1,1,227004.92086462097
Izmir,155,3,12,0,0,154591.37875682872
Ankara,168,2,26,1,1,156336.31805601667
Izmir,119,1,40,1,0,70490.17087206409
Bursa,244,3,16,1,0,212445.07522103327
Izmir,235,2,49,1,1,166460.27984968084
Izmir,148,3,12,0,1,192592.30696885425
Antalya,131,3,11,0,0,127439.21188562195
Ankara,124,4,28,1,1,195179.72232665948
Ankara,167,5,20,0,0,175502.7585634468
Ankara,133,3,19,0,0,141403.0990694673
Izmir,241,3,19,0,1,226005.6290548457
Bursa,118,4,30,0,1,122773.71249523961
Istanbul,260,2,7,1,1,272489.5379515415
Ankara,263,3,23,1,0,216036.03743084156
Ankara,108,4,10,1,1,187516.0344363853
Istanbul,237,1,38,1,1,167934.85985290768
Antalya,260,4,32,1,1,259398.07117271944
Bursa,175,5,41,0,0,158726.07895540295
Istanbul,160,5,14,1,1,245123.7186672105
Izmir,111,2,3,1,1,183019.49730718427
Ankara,193,2,0,0,0,152583.9767785392
Ankara,177,5,31,0,1,198688.02823812183
Izmir,265,5,10,1,0,284010.20156296436
Istanbul,154,3,29,0,1,144230.55737268765
Ankara,117,5,36,1,0,159937.35777067847
Ankara,64,2,18,0,0,71410.92168250612
Izmir,266,5,35,1,0,244006.79621722247
Izmir,285,2,33,1,1,241162.4417845129
Ankara,232,1,6,1,1,195610.5684624855
Bursa,84,5,44,1,0,132916.79481826103
Izmir,232,2,19,0,1,200780.54437541624
Bursa,63,4,11,1,1,160288.34086824142
Istanbul,226,3,31,1,1,243163.99454532415
Antalya,260,2,1,1,0,223093.32960149072
Antalya,151,5,21,1,1,214816.90570839136
Istanbul,149,5,40,0,0,171683.46287176284
Antalya,56,1,47,0,0,-4458.852796911096
Antalya,79,4,39,1,1,154975.63069066152
Izmir,260,2,23,1,1,206749.80505166887
Izmir,98,4,49,0,0,75986.02320970624
Istanbul,266,1,30,1,1,208526.85334293518
Antalya,193,3,3,1,1,247783.5985721386
Izmir,160,4,23,0,0,160304.2426445826
Antalya,295,1,42,0,1,133822.5195083129
Antalya,281,2,16,0,0,204108.02351800786
Ankara,228,3,39,1,0,181097.19473620557
Bursa,121,5,18,1,1,209605.7020602673
Bursa,259,1,39,1,0,128021.72881386928
Bursa,269,5,37,1,1,262477.46292543237
Ankara,129,3,33,0,1,126248.98786315495
Istanbul,293,1,46,0,1,150206.3173198521
Istanbul,132,1,32,0,0,77975.62830955317
Izmir,91,3,5,0,0,136912.65141186837
Bursa,66,2,35,1,0,57471.30252809655
Ankara,240,1,12,1,1,208340.36517131282
Bursa,222,3,46,0,1,153607.020308626
Ankara,254,4,8,1,0,256881.74646706702
Istanbul,56,5,34,0,1,134211.14698719396
Bursa,204,1,33,0,1,116845.31963597858
Ankara,59,4,15,1,0,164610.59087336535
Bursa,83,1,17,1,0,93814.78157919276
Bursa,85,2,17,1,0,111616.90033485772
Antalya,202,3,37,1,1,212098.44028985882
Antalya,55,1,49,1,1,52070.32711435755
Ankara,201,3,42,1,1,164379.50215333543
Ankara,195,1,31,1,0,121202.43831348153
Ankara,264,2,6,1,0,234029.38804198254
Istanbul,183,2,22,0,0,140992.18470873073
Ankara,78,4,22,0,0,109696.6957732214
Antalya,175,2,45,1,1,140228.3844752672
Istanbul,202,3,17,1,0,219171.73908633625
Bursa,232,2,6,0,1,183636.25323046345
Antalya,130,1,41,0,0,63487.284256126004
Istanbul,223,2,39,0,1,141268.66833806958
Ankara,201,3,23,0,0,142101.65046877877
Antalya,124,1,13,1,1,147213.79569487547
Bursa,75,4,49,0,1,79577.33003408677
Izmir,176,4,4,0,0,215692.84777042037
Bursa,164,4,45,0,1,110268.28000739226
Bursa,175,1,21,0,0,98480.74558210265
Bursa,275,4,21,1,1,233082.12793908638
Antalya,77,2,9,0,0,108559.53762324253
Ankara,180,1,25,1,0,119487.78867158959
Bursa,124,1,14,1,0,115844.62647508114
Antalya,215,1,37,1,1,158581.1693934683
Ankara,238,5,40,1,1,233054.2379573087
Ankara,127,3,41,1,0,139885.3280235609
Bursa,228,5,48,0,1,190356.15676393875
Istanbul,139,5,0,1,0,264310.21279345924
Istanbul,225,5,13,0,1,265711.4449495372
Antalya,70,3,35,0,0,71938.34909317612
Izmir,103,5,30,1,0,169064.00069398497
Ankara,233,4,27,1,0,216686.93969192
Ankara,152,1,33,0,0,60935.21229189213
Bursa,271,1,34,1,0,149816.59293220882
Istanbul,108,2,38,1,1,122914.69572928507
Bursa,121,4,22,1,1,167181.67057202407
Antalya,228,3,45,0,1,132094.71287843338
Ankara,69,1,43,0,1,37954.54775902703
Izmir,161,5,18,1,0,229949.60533183508
Bursa,273,2,17,1,0,201976.31279682924
Istanbul,263,2,14,1,0,236978.62006439135
Ankara,108,1,0,0,1,130279.36077050905
Ankara,120,4,24,1,0,156296.92743379506
Antalya,186,2,25,1,1,185057.57225503685
Izmir,158,1,34,1,1,127473.38459260995
Izmir,178,4,14,1,1,252349.7148504429
Antalya,206,1,3,0,0,151036.70195835576
Istanbul,240,1,14,1,1,213758.20832701185
Antalya,249,4,41,1,1,210093.5330489098
Antalya,105,4,37,0,1,129179.77594145836
Ankara,295,4,44,1,1,243630.55432259006
Antalya,245,1,38,1,1,162384.466894355
Ankara,84,2,0,0,0,102866.05986304473
Istanbul,172,3,21,1,1,235673.46346590473
Izmir,180,3,10,0,1,185597.38676995598
Istanbul,295,1,45,1,1,203873.62926550294
Izmir,286,1,37,1,0,158487.43146944442
Ankara,153,2,36,1,1,137852.26668514952
Antalya,56,4,25,0,0,118394.73170252191
Izmir,76,1,26,1,1,97414.50781849133
Antalya,50,5,12,0,0,143206.5327628033
Ankara,268,4,6,0,0,208999.88539989924
Ankara,257,1,7,0,0,170358.24410634916
Izmir,279,5,45,0,1,199234.91855313207
Antalya,248,2,22,0,1,183545.44151799427
Izmir,221,5,25,0,1,226426.87913674724
Izmir,136,1,43,1,1,100074.47868752795
Ankara,90,3,26,1,0,129170.9187080783
Bursa,172,1,8,1,1,163813.69709850353
Istanbul,124,3,45,1,1,135024.64419955172
Ankara,91,2,37,0,0,57519.364915674196
Antalya,166,2,46,1,0,106249.47387322287
Antalya,210,4,12,1,0,227471.89495932314
Istanbul,227,4,6,0,0,222202.93178890954
Antalya,112,3,10,1,1,183309.12751498338
Izmir,277,3,9,0,1,248496.85034734415
Ankara,214,2,32,1,0,154906.1831549719
Istanbul,282,5,38,1,0,264942.3609574932
Bursa,236,3,49,0,1,133125.4220482333
Istanbul,176,3,2,1,0,227445.95991371377
Istanbul,258,5,40,1,0,252861.84004600171
Bursa,276,4,28,1,0,214352.23258840133
Izmir,225,4,36,1,1,235406.70833927277
Antalya,182,3,44,0,1,154019.38350837427
Izmir,97,4,15,1,1,177328.54958651803
Bursa,273,4,15,0,0,220879.22405304405
Ankara,52,4,43,0,1,85123.79993339906
Ankara,165,2,49,1,0,85687.66662934722
Ankara,224,1,42,0,1,89801.118591598
Antalya,239,3,48,1,0,157486.03949199567
Antalya,148,3,6,0,0,174675.24230870005
Bursa,165,2,14,0,1,162627.29141747224
Antalya,63,1,37,0,1,45299.1840260127
Istanbul,240,1,5,0,0,176902.27623297827
Istanbul,161,2,17,1,0,195384.7935082352
Bursa,110,5,18,1,0,177470.60879930266
Bursa,208,5,1,1,0,248966.59045534173
Istanbul,144,1,2,1,0,172537.9502966887
Antalya,66,5,45,0,1,122521.90452175638
Bursa,173,5,24,1,0,201047.4340652481
Istanbul,73,5,35,1,1,183968.81349603238
Bursa,165,1,48,1,1,101171.78683823826
Istanbul,200,5,27,0,1,192974.53350478903
Ankara,131,3,37,0,1,96879.74082847909
Istanbul,99,1,27,0,0,59891.74444085268
Izmir,295,2,31,0,1,185224.6965200811
Antalya,255,5,40,0,1,226437.99710212662
Bursa,291,4,35,1,1,250483.68194331648
Ankara,128,1,38,0,0,52570.27910896596
Antalya,128,2,35,1,1,161863.39660683274
Istanbul,119,3,42,0,1,122909.18923034891
Antalya,76,2,22,0,1,106278.7472014945
Istanbul,64,5,1,0,0,194938.55690984792
Bursa,99,4,9,0,0,142020.77864818415
Ankara,85,5,5,0,0,185853.15547206154
Ankara,296,2,7,0,1,246805.023051063
Istanbul,57,1,14,1,0,102539.47180030665
Bursa,128,4,44,0,0,93709.3643281485
Ankara,180,4,28,0,0,147168.9734131561
Ankara,239,2,27,1,1,191517.36918628612
Istanbul,96,5,21,0,0,165404.53518410088
Antalya,254,2,33,0,1,168900.1148918079
Bursa,154,4,19,1,1,184593.52269078942
Ankara,147,2,32,1,1,146087.0122077179
Izmir,265,4,14,0,1,245580.33998396006
Ankara,281,5,6,0,0,253999.8397095069
Bursa,145,1,23,0,0,80641.06774615268
Istanbul,238,1,25,0,1,176414.4161381703
Ankara,209,2,49,0,1,136589.68144979575
Ankara,271,4,9,0,1,237013.54741388612
Bursa,165,1,14,1,1,156425.85820852156
Istanbul,290,4,36,1,0,245786.07967292573
Istanbul,62,5,23,1,0,177015.63733297717
Antalya,50,2,10,1,1,152011.17325956808
Izmir,83,4,39,0,0,106865.63073213122
Izmir,239,2,20,1,0,218222.00834634114
Izmir,128,4,39,0,0,114061.42635036433
Ankara,285,4,37,0,0,179640.00777772238
Antalya,127,5,14,1,1,228050.98668620517
Istanbul,170,2,14,0,0,152942.8955690826
Ankara,142,3,36,1,1,148591.98484584357
Istanbul,147,4,44,1,0,164686.3380171076
Izmir,131,4,13,1,0,198911.53308852657
Antalya,295,1,42,1,1,189601.53358245135
Istanbul,248,2,20,1,0,224771.16046786105
Antalya,270,3,43,0,1,155138.3984326841
Bursa,296,5,19,1,0,286500.1792777566
Antalya,208,3,32,0,1,171837.59023268224
Istanbul,241,5,2,0,0,285989.69544481556
Izmir,202,3,39,0,1,176115.37091166538
Antalya,87,3,22,0,0,102909.06536643444
Ankara,63,2,43,1,1,71316.12343495732
Bursa,185,1,46,0,0,54508.366432998206
Izmir,140,3,22,1,1,192646.08858502406
Izmir,103,4,26,0,1,135989.15129841637
Izmir,179,4,34,1,0,186313.08945405413
Istanbul,258,4,24,1,1,262020.9892557468
Bursa,150,1,31,1,1,120675.27405725415
Izmir,255,3,21,1,0,212570.26687224905
Bursa,138,5,7,1,0,223673.82330433122
Bursa,105,5,37,0,0,113765.15795099114
Istanbul,143,2,17,0,1,158408.7379653949
Antalya,142,1,27,0,1,110484.50768165117
Antalya,133,3,27,0,0,101490.7496868263
Bursa,134,4,10,1,1,201685.94028970084
Izmir,238,1,11,0,0,167386.77701239623
Izmir,294,1,1,0,1,209824.1961835691
Bursa,71,3,36,0,0,61165.18040335594
Ankara,84,2,3,0,1,115735.7080905782
Izmir,278,2,40,0,0,164546.4558296601
Istanbul,65,2,44,1,0,74490.90157086602
Antalya,99,4,44,1,0,128777.09452971094
Izmir,171,4,46,0,1,143424.94967552484
Antalya,177,3,33,1,1,191275.17721165947
Izmir,162,2,22,0,1,155509.9386519454
Ankara,220,3,12,1,0,223808.42753487753
Antalya,66,2,6,1,1,135467.69982552627
Antalya,129,1,31,0,1,67889.9662435013
Istanbul,235,5,22,1,0,282576.45910981076
Bursa,296,5,48,0,0,204105.55784275994
Bursa,179,2,7,0,0,147414.54075822965
Antalya,181,3,49,1,0,129508.73306426522
Bursa,134,4,46,1,1,139803.77596432043
Ankara,216,2,46,1,0,107413.5122304823
Bursa,275,2,36,1,1,179321.30746091026
Istanbul,143,4,33,0,0,155102.8475097831
Bursa,183,2,47,0,1,86842.87217991611
Bursa,130,1,28,0,0,71462.37186096935
Bursa,280,4,36,0,0,205816.91127149732
Antalya,266,1,22,0,0,176681.6573233389
Ankara,118,5,37,0,0,126017.57958743302
Ankara,118,4,28,1,0,149742.3328308885
Istanbul,197,4,43,0,1,172216.56356822303
Izmir,241,3,4,0,1,239094.39430878442
Ankara,65,3,39,1,1,90858.99625288826
Izmir,100,4,10,1,1,206731.6070343477
Ankara,154,5,13,0,1,211850.7910710998
Istanbul,214,2,48,0,0,108862.9792792711
Izmir,281,3,41,1,0,186489.72235155327
Bursa,250,5,1,0,1,272083.3806376149
Izmir,246,5,34,1,1,267561.1898241932
Istanbul,219,3,44,1,1,185104.60783331658
Ankara,234,2,48,1,1,178779.09876420567
Ankara,115,3,34,0,1,113966.207025851
Istanbul,58,5,41,0,0,112700.09339363623
Istanbul,156,1,27,1,1,153212.94668040556
Istanbul,149,3,7,1,0,211940.21318833265
Istanbul,135,5,31,0,1,186616.76268586228
Bursa,113,3,3,0,0,107901.29827645203
Ankara,263,5,44,0,1,212801.4134705681
Ankara,71,2,6,1,1,161417.11570968185
Bursa,211,5,38,1,0,179649.29288684353
Bursa,232,4,47,1,0,158558.13655262734
Izmir,206,1,26,0,0,142716.25141590025
Istanbul,215,5,36,1,1,251903.54806726225
Antalya,159,3,16,1,1,198976.9573217123
Bursa,146,3,9,1,1,200128.51572686285
Izmir,67,5,3,0,1,199001.6831043757
Ankara,120,4,22,1,0,173164.9632430425
Bursa,242,5,13,1,0,267930.0076530228
Ankara,176,2,4,0,0,159212.7981041504
